
사업자_기본정보(주유소)

기준 : 일간(20170202) 영업중인 업체
고유번호,지역,상호,상표,주소,전화번호,셀프여부
A0019329,전북 남원시,은하수주유소,자가상표,전라북도 남원시  춘향로 214 (용정동),063-634-7680,일반,
A0019223,전북 남원시,비석거리주유소,SK에너지,전북 남원시 충정로 84 (동충동),063-631-0051,셀프,
A0017827,전북 남원시,고속주유소,S-OIL,전북 남원시 동림로 82 (향교동),063-625-5136,일반,
A0019203,전북 남원시,광한루주유소,SK에너지,전북 남원시 춘향로 152 (용정동),063-632-4991,일반,
A0019268,전북 남원시,인월주유소,SK에너지,전북 남원시 인월면 인월로 85,063-636-2035,일반,
A0019366,전북 남원시,지리산농협주유소,NH-OIL,전북 남원시 인월면 천왕봉로 45,063-636-5904,일반,
A0019198,전북 남원시,지리산관광주유소,알뜰주유소,전북 남원시 인월면 천왕봉로 304,063-635-2100,일반,
A0019208,전북 남원시,흥부주유소,SK에너지,전북 남원시 아영면 아백로 346,063-625-5145,일반,
A0019263,전북 남원시,뱀사골주유소,S-OIL,전라북도 남원시 산내면 천왕봉로 525,063-625-5189,일반,
A0019197,전북 남원시,지리산주유소,SK에너지,전라북도 남원시 천왕봉로 591,063-636-3030,일반,
A0019315,전북 남원시,쌍용주유소,S-OIL,전라북도 남원시 아영면 인월장터로 241,063-636-5181,일반,
A0019183,전북 남원시,지리산IC주유소,현대오일뱅크,전북 남원시 인월면 인월장터로 147,063-636-5104,일반,
A0019380,전북 남원시,대보유통(주)지리산(옥포)주유소충전소,알뜰(ex),전북 남원시 아영면 아곡길 43-53,063-636-2721,셀프,
A0019381,전북 남원시,대보유통(주)지리산고서주유소/충전소,알뜰(ex),전북 남원시 아영면 아곡길 43-177,063-636-2722,일반,
A0018737,전북 정읍시,주천삼거리 주유소,SK에너지,전북 정읍시 소성로 639 (공평동),063-532-5151,일반,
A0018900,전북 정읍시,우림주유소,GS칼텍스,전북 정읍시 충정로 622 (용계동),063-538-5900,일반,
A0018989,전북 정읍시,입암주유소,SK에너지,전북 정읍시 입암면 정읍남로 835,063-534-2480,일반,
A0018884,전북 정읍시,아성주유소,SK에너지,전북 정읍시 소성면 소성로 404-7,063-537-0808,일반,
A0018960,전북 정읍시,주동주유소,S-OIL,전북 정읍시 소성면 소성로 457,063-533-8199,일반,
A0018955,전북 정읍시,천원주유소,GS칼텍스,전북 정읍시 입암면 정읍남로 522,063-534-5566,일반,
A0018863,전북 정읍시,영원주유소,SK에너지,전라북도 정읍시 영원면 영원로 1112,063-538-5158,일반,
A0018936,전북 정읍시,고부주유소,SK에너지,전북 정읍시 고부면 영주로 549,063-536-0086,일반,
A0018948,전북 정읍시,명품주유소,GS칼텍스,전북 정읍시 고부면 영원로 405,063-536-5107,일반,
A0018979,전북 정읍시,한결주유소,현대오일뱅크,전라북도 정읍시 고부면 영주로 316,063-536-2104,일반,
A0018873,전북 정읍시,태인주유소,현대오일뱅크,전북 정읍시 태인면 석지로 1295,063-534-8008,일반,
A0018887,전북 정읍시,서래봉주유소,S-OIL,전북 정읍시 정우면 정읍대로 2498,063-533-7337,일반,
A0018952,전북 정읍시,대율주유소,GS칼텍스,전북 정읍시 감곡면 감곡로 384,063-571-0088,일반,
A0017789,전북 정읍시,정읍 태양주유소,GS칼텍스,전북 정읍시 북면 정읍북로 906,063-536-9595,일반,
A0009088,전북 정읍시,한일주유소,알뜰주유소,전북 정읍시 신태인읍 감곡로 138,010-2772-3862,일반,
A0019028,전북 정읍시,샘골농협북면지점주유소,SK에너지,전북 정읍시 북면 정읍북로 578,063-535-0407,일반,
A0018874,전북 정읍시,송학주유소,GS칼텍스,전북 정읍시 신태인읍 신태인중앙로 69,063-571-5111,일반,
A0019010,전북 정읍시,농민주유소,GS칼텍스,전라북도 정읍시 내장산로 343 (부전동),063-538-8851,일반,
A0019003,전북 정읍시,공원주유소,현대오일뱅크,전북 정읍시 내장산로 407 (부전동),063-536-5180,일반,
A0018742,전북 정읍시,(현대)정우주유소,현대오일뱅크,전북 정읍시 정우면 정신로 834,063-537-7988,일반,
A0018835,전북 정읍시,무궁화주유소,GS칼텍스,전북 정읍시 신태인읍 석지로 772,063-571-8004,일반,
A0018736,전북 정읍시,신태인제일주유소,SK에너지,전북 정읍시 신태인읍 신태인중앙로 20,063-571-2031,일반,
A0018778,전북 정읍시,북일주유소,S-OIL,전북 정읍시 북면 정읍북로 537,063-535-8686,셀프,
A0018761,전북 정읍시,신태인주유소,GS칼텍스,전북 정읍시 신태인읍 말목장터로 990,063-571-2286,일반,
A0018774,전북 정읍시,나드리주유소,S-OIL,전북 정읍시 신태인읍 석지로 678,063-571-0202,일반,
A0018980,전북 정읍시,정읍대림주유소,현대오일뱅크,전라북도 정읍시  내장산로 135 (금붕동),063-531-5001,일반,
A0017851,전북 정읍시,내장주유소,SK에너지,전북 정읍시 금붕1길 10 (상동),063-532-3939,셀프,
A0018976,전북 정읍시,동서주유소,GS칼텍스,전북 정읍시 정우면 정신로 535,063-537-3377,일반,
A0018793,전북 정읍시,SK행복주유소,SK에너지,전북 정읍시 북면 서부산업도로 697,063-531-0210,일반,
A0018040,전북 정읍시,하북주유소,현대오일뱅크,전북 정읍시 서부산업도로 566 (하북동),063-535-5151,일반,
A0019048,전북 정읍시,㈜삼건사 정읍(논산),알뜰(ex),전라북도 정읍시 북면 하북1길 227-23,063-533-0903,셀프,
A0018983,전북 정읍시,신흥주유소,S-OIL,전북 정읍시 정읍북로 50 (구룡동),063-536-9911,셀프,
A0018856,전북 정읍시,공단주유소,현대오일뱅크,전북 정읍시 서부산업도로 593 (하북동),063-538-5155,일반,
A0018967,전북 정읍시,대동주유소,SK에너지,전북 정읍시 신태인읍 석지로 539,063-571-5185,일반,
A0018798,전북 정읍시,구룡주유소,GS칼텍스,전북 정읍시 정읍북로 135 (구룡동),063-531-5123,일반,
A0018974,전북 정읍시,길바코self주유소,현대오일뱅크,전라북도 정읍시  천변로 292 (시기동),063-535-8888,셀프,
A0019016,전북 정읍시,(유)관통주유소,SK에너지,전북 정읍시 관통로 54 (시기동),063-535-0006,일반,
A0018897,전북 정읍시,향기로운주유소,SK에너지,전북 정읍시 마곡로 4 (수성동),063-536-7223,일반,
A0018842,전북 정읍시,한솔주유소,자가상표,전북 정읍시 벚꽃로 453-1 (상동),063-534-6622,일반,
A0018895,전북 정읍시,정주주유소,SK에너지,전북 정읍시 서부산업도로 529 (하북동),063-535-1653,일반,
A0019049,전북 정읍시,정읍(하)주유소/충전소,알뜰(ex),전라북도 정읍시 북면 정신로 135-61,063-533-0906,셀프,
A0018852,전북 정읍시,상동주유소,S-OIL,전북 정읍시 중앙로 239 (상동),063-536-5185,셀프,
A0018803,전북 정읍시,동부주유소,S-OIL,전라북도 정읍시  충정로 143 (상동),063-538-5151,일반,
A0018748,전북 정읍시,차사랑주유소,SK에너지,전북 정읍시 정읍남로 1344 (시기동),063-533-0766,일반,
A0018857,전북 정읍시,코끼리주유소(정읍시),SK에너지,전북 정읍시 서부산업도로 406 (농소동),063-534-6060,일반,
A0019054,전북 정읍시,수성주유소,S-OIL,전북 정읍시 서부산업도로 433 (농소동),063-533-5145,셀프,
A0018812,전북 정읍시,정읍사랑주유소,S-OIL,전북 정읍시 충정로 249 (수성동),063-533-9300,셀프,
A0018807,전북 정읍시,샘골터널주유소,GS칼텍스,전북 정읍시 수성택지1길 63 (수성동),063-531-5192,일반,
A0018820,전북 정읍시,서영주유소,GS칼텍스,전북 정읍시 서부산업도로 465-3 (하북동),063-533-3888,일반,
A0018986,전북 정읍시,에이스주유소,알뜰주유소,전라북도 정읍시 벚꽃로 70 (농소동),063-536-8552,일반,
A0018918,전북 정읍시,신정주유소,GS칼텍스,전북 정읍시 황토현로 964 (망제동),063-536-5361,일반,
A0018888,전북 정읍시,덕천주유소,SK에너지,전북 정읍시 황토현로 986 (망제동),063-535-8851,일반,
A0018904,전북 정읍시,배들주유소,GS칼텍스,전북 정읍시 이평면 말목장터로 559,063-534-9090,일반,
A0018850,전북 정읍시,천변주유소,현대오일뱅크,전북 정읍시 천변로 124 (연지동),063-534-6700,일반,
A0018865,전북 정읍시,터미널주유소,S-OIL,전라북도 정읍시  서부로 29 (연지동),063-534-5189,일반,
A0018957,전북 정읍시,대성주유소,SK에너지,전북 정읍시 명덕로 65-2 (연지동),063-536-5189,일반,
A0018764,전북 정읍시,정읍톨게이트주유소,SK에너지,전북 정읍시 벚꽃로 144 (농소동),063-534-0204,일반,
A0018738,전북 정읍시,과교주유소,GS칼텍스,전북 정읍시 정읍남로 1196  (과교동),063-531-8850,일반,
A0018966,전북 정읍시,정읍IC주유소,S-OIL,전북 정읍시 벚꽃로 118,063-538-4488,일반,
A0018733,전북 정읍시,대길주유소,GS칼텍스,전북 정읍시 벚꽃로 110 (농소동),063-537-2398,일반,
A0018913,전북 정읍시,신한두현주유소,현대오일뱅크,전라북도 정읍시  충정로 450 (농소동),063-531-6788,셀프,
A0018799,전북 정읍시,신한주유소,S-OIL,전북 정읍시 충정로 446 (농소동),063-538-5189,일반,
A0018831,전북 정읍시,이평주유소,GS칼텍스,전북 정읍시 이평면 황토현로 485-3,063-534-5457,일반,
A0019018,전북 정읍시,(주)조은주유소,GS칼텍스,전북 정읍시 충정로 519  (공평동),063-532-5000,일반,
A0018978,전북 정읍시,(현대)대광주유소,현대오일뱅크,전북 정읍시 정읍남로 1053 (삼산동),063-533-7227,일반,
A0018893,전북 정읍시,만땅주유소,S-OIL,전북 정읍시 충정로 585,063-535-4300,일반,
A0018780,전북 정읍시,신영주유소,GS칼텍스,전북 정읍시 옹동면 태산로 2744,063-537-1120,일반,
A0018901,전북 정읍시,태인효주유소,SK에너지,전북 정읍시 태인면 석지로 1471,063-534-4233,일반,
A0018751,전북 정읍시,한나래주유소,SK에너지,전북 정읍시 감곡면 봉황로 8,063-571-8822,일반,
A0018743,전북 정읍시,칠보주유소,현대오일뱅크,전북 정읍시 칠보면 칠보중앙로 83,063-534-3344,일반,
A0019025,전북 정읍시,칠보농협주유소,NH-OIL,전라북도 정읍시 칠보면 태산로 2018,063-534-3800,일반,
A0018951,전북 정읍시,평사낙안주유소,GS칼텍스,전북 정읍시 산외면 산외로 422,063-537-5120,일반,
A0018977,전북 정읍시,산외주유소,현대오일뱅크,전북 정읍시 산외면 산외로 494,063-537-5189,일반,
A0018588,전북 김제시,삼거리주유소,알뜰주유소,전북 김제시 진봉면 만경로 697,063-544-3404,일반,
A0019124,전북 김제시,김제농협 죽산지점주유소,NH-OIL,전라북도 김제시 죽산면 해학로 7,063-547-5188,일반,
A0018312,전북 김제시,삼복주유소,SK에너지,전북 김제시 성덕면 해학로 872,063-543-5252,일반,
A0019123,전북 김제시,금만농업협동조합,NH-OIL,전북 김제시 만경읍 만경로 780,063-542-6647,일반,
A0018612,전북 김제시,수교주유소,알뜰주유소,전라북도 김제시 성덕면 해학로 380,063-545-1513,일반,
A0009131,전북 김제시,지평선주유소,S-OIL,전북 김제시 진봉면 해학로 791,063-542-5182,일반,
A0018349,전북 김제시,반석주유소,현대오일뱅크,전북 김제시 죽산면 서포길 204,063-546-1179,일반,
A0018567,전북 김제시,신동진강주유소,현대오일뱅크,전라북도 김제시 월죽로 8,063-544-6880,일반,
A0018685,전북 김제시,진봉농업협동조합주유소,현대오일뱅크,전라북도 김제시 지평선로 1787,063-543-5986,일반,
A0019115,전북 김제시,광활농업협동조합,NH-OIL,전북 김제시 광활면 광활로 465,063-543-2312,일반,
A0019091,전북 김제시,봉황주유소,알뜰주유소,전북 김제시 봉남로 878 (황산동),063-546-1123,일반,
A0018576,전북 김제시,(유)초롱나눔주유소,S-OIL,전라북도 김제시  콩쥐팥쥐로 258 (순동),063-548-5112,일반,
A0019088,전북 김제시,일광주유소,GS칼텍스,전북 김제시 봉황로 1294 (황산동),063-547-1046,일반,
A0018499,전북 김제시,정주유소,SK에너지,전북 김제시 콩쥐팥쥐로 155 (순동),063-544-0055,일반,
A0018478,전북 김제시,공덕주유소,S-OIL,전북 김제시 공덕면 유강로 85,063-545-1818,일반,
A0018674,전북 김제시,신광주유소,자가상표,전북 김제시 벽성로 673 (검산동),063-545-5198,일반,
A0018379,전북 김제시,SK행복날개주유소,SK에너지,전북 김제시 콩쥐팥쥐로 10 (검산동),063-547-0900,일반,
A0018481,전북 김제시,한국주유소,현대오일뱅크,전북 김제시 콩쥐팥쥐로 11 (검산동),063-546-1500,일반,
A0018556,전북 김제시,스카이주유소,현대오일뱅크,전라북도 김제시  콩쥐팥쥐로 44 (검산동),063-544-5866,일반,
A0018487,전북 김제시,DL주유소,현대오일뱅크,전라북도 김제시 하공로 780,063-545-3003,일반,
A0019114,전북 김제시,공덕농업협동조합,현대오일뱅크,전북 김제시 공덕면 공덕7길 4,063-543-6621,일반,
A0018416,전북 김제시,하나주유소,GS칼텍스,전북 김제시 콩쥐팥쥐로 80 (검산동),063-546-8383,일반,
A0019069,전북 김제시,동일주유소,GS칼텍스,전북 김제시 남북로 28 (신풍동),063-543-9247,일반,
A0018419,전북 김제시,전북주유소,GS칼텍스,전북 김제시 하공로 203 (흥사동),063-544-1700,일반,
A0017525,전북 김제시,알뜰천하주유소,알뜰주유소,전북 김제시 동서로 290 (신풍동),063-544-5555,일반,
A0021694,전북 김제시,시민주유소,S-OIL,전북 김제시 벽성로 608 (검산동),063-547-8209,셀프,
A0018293,전북 김제시,신흥주유소,알뜰주유소,전북 김제시 남북로 4 (신풍동),063-547-3037,일반,
A0018514,전북 김제시,역전주유소,GS칼텍스,전라북도 김제시  중앙로 285 (신풍동),063-548-7788,일반,
A0018594,전북 김제시,오렌지주유소,S-OIL,전라북도 김제시 동서로 330,063-543-5181,일반,
A0018586,전북 김제시,매일주유소,SK에너지,전북 김제시 도작로 42 (검산동),063-543-5189,일반,
A0018517,전북 김제시,아라주유소,SK에너지,전북 김제시 하공로 40 (하동),063-545-2485,일반,
A0018605,전북 김제시,명동주유소,현대오일뱅크,전북 김제시 하공로 87,063-543-8150,일반,
A0018683,전북 김제시,백산농협주유소,NH-OIL,전북 김제시 백산면 학당길 26,063-546-0418,일반,
A0018425,전북 김제시,영광주유소,GS칼텍스,전북 김제시 하공로 120 (하동),063-544-9151,일반,
A0018320,전북 김제시,효성주유소,현대오일뱅크,전북 김제시 벽성로 453 (서암동),063-544-8668,일반,
A0018609,전북 김제시,성산주유소,GS칼텍스,전라북도 김제시  벽지산로 232 (교동),063-545-5185,일반,
